2L	103435	103515	+	14014
2L	103435	103877	+	14014
2L	104948	105004	-	14015
2L	105337	105390	-	14015
2L	105456	105511	-	14015
2L	105916	105968	-	14015
2L	107001	107764	+	14016
2L	107839	108587	+	14016
2L	107957	108587	+	14016
2L	108102	108587	+	14016
2L	108227	108587	+	14016
2L	108347	108587	+	14016
2L	108810	110405	+	14016
2L	109794	110405	+	14016
2L	110484	110754	+	14016
2L	110878	111004	+	14016
2L	110878	111906	+	14016
2L	110878	112689	+	14016
2L	111118	111906	+	14016
2L	111118	112689	+	14016
2L	112020	112689	+	14016
2L	113370	113433	+	14016
2L	114992	155545	+	14017
2L	114992	155566	+	14017
2L	114992	155637	+	14017
2L	117760	117819	-	14019
2L	118077	118135	-	14019
2L	118305	118360	-	14019
2L	118875	118930	-	14019
2L	119077	119133	-	14019
2L	119236	119287	-	14019
2L	119236	119430	-	14019
2L	119376	119430	-	14019
2L	119555	119827	-	14019
2L	120081	120167	-	14019
2L	120081	120420	-	14019
2L	120081	121632	-	14019
2L	120266	120510	-	14019
2L	120365	120420	-	14019
2L	122995	123080	-	14020
2L	123073	123139	+	14021
2L	123259	123324	+	14021
2L	123630	123693	-	14020
2L	123795	123855	-	14020
2L	124025	124086	-	14020
2L	124921	125076	-	14020
2L	125267	126109	-	14020
2L	126228	128799	-	14020
2L	128943	130507	-	14020
2L	132256	132475	+	14022
2L	136217	136272	+	14024
2L	138591	138668	-	14025,14026
2L	139199	139255	-	14025,14026
2L	139386	139441	-	14025,14026
2L	139688	139740	-	14025,14026
2L	139955	140113	-	14025,14026
2L	141341	141395	-	14027
2L	141610	141661	-	14027
2L	141610	141670	-	14027
2L	142663	142723	-	14027
2L	145911	147348	-	14029
2L	145911	147354	-	14029
2L	147455	147510	-	14029
2L	147711	147764	-	14029
2L	147937	147994	-	14029
2L	148038	148091	-	14029
2L	148174	148337	-	14029
2L	148826	148878	-	14029
2L	149227	151114	-	14029
2L	155060	155127	-	14030
2L	155179	155249	+	14017
2L	155411	155465	+	14017
2L	155430	155545	+	14017
2L	155430	155566	+	14017
2L	155430	155637	+	14017
2L	155785	155857	+	14017
2L	156349	156422	+	14031
2L	156553	156735	+	14031
2L	158376	158435	-	14032
2L	159820	160008	+	14033
2L	159820	162591	+	14033
2L	159824	162591	+	14033
2L	163002	164158	+	14033
2L	163002	175360	+	14033
2L	163002	183760	+	14033
2L	164235	175360	+	14033
2L	175448	183760	+	14033
2L	182914	183760	+	14033
2L	183420	183760	+	14033
2L	185083	185151	+	14033
2L	186124	186192	+	14033
2L	186856	186909	+	14033
2L	187017	187481	+	14033
2L	199576	199636	+	14033
2L	199744	199902	+	14033
2L	199744	200119	+	14033
2L	199984	200119	+	14033
2L	200316	200375	+	14033
2L	200676	200741	+	14033
2L	201062	201126	+	14033
2L	203892	203992	+	14034
2L	205213	205271	-	14035
2L	205944	206000	-	14035
2L	206051	206699	-	14035
2L	206051	207230	-	14035
2L	207632	207710	+	14036
2L	208609	208728	+	14036
2L	214943	215033	-	14037
2L	215677	215772	-	14037
2L	216008	216076	-	14037
2L	216276	216344	-	14037
2L	216574	216631	-	14037
2L	218886	221505	-	14037
2L	218886	226115	-	14037
2L	218886	227371	-	14037
2L	226509	227371	-	14037
2L	227548	228132	-	14037
2L	228282	229172	-	14037
2L	228282	230537	-	14037
2L	229383	229929	-	14037
2L	229383	230537	-	14037
2L	229978	230537	-	14037
2L	230628	230757	-	14037
2L	231035	231947	-	14037
2L	231035	231962	-	14037
2L	232102	232291	-	14037
2L	232380	233996	-	14037
2L	233155	233216	+	14042
2L	234175	234236	-	14037
2L	242144	242243	-	14037
2L	242745	250756	-	14037
2L	242926	250756	-	14037
2L	251465	251526	-	14045
2L	251802	251855	-	14045
2L	251925	251978	-	14045
2L	252167	252226	-	14045
2L	253146	253219	-	14046
2L	253386	253445	-	14046
2L	253891	253955	-	14046
2L	254398	254561	-	14046
2L	254398	271628	-	14046
2L	254425	271628	-	14046
2L	262598	262644	+	14048
2L	269390	269457	+	14049
2L	270607	270660	+	14049
2L	272507	272554	-	14050
2L	275252	275318	-	14052
2L	276498	276738	-	14052
2L	276898	276958	-	14052
2L	276904	276958	-	14052
2L	276904	276973	-	14052
2L	277864	277929	+	14053
2L	278324	278642	+	14053
2L	279125	279184	+	14053
2L	279806	279869	+	14053
2L	280041	280109	+	14053
2L	282506	282653	-	14054
2L	284211	284747	-	14055
2L	284969	285432	-	14055
2L	284969	286306	-	14055
2L	284969	290812	-	14055
2L	286663	286752	+	14057
2L	291032	291606	-	14055
2L	291032	291660	-	14055
2L	292661	292716	+	14059
2L	294373	294440	-	14060
2L	295281	295345	+	14061
2L	295629	295703	+	14061
2L	296812	296976	+	14061
2L	298404	299032	+	14062
2L	299919	302025	+	14062
2L	301945	302025	+	14062
2L	306390	317742	+	14063
2L	308843	308996	-	14064
2L	310606	317742	+	14063
2L	318121	325677	+	14063
2L	325825	334119	+	14063
2L	326062	328592	-	14068
2L	334258	335414	+	14063
2L	335549	336017	+	14063
2L	336204	336348	+	14063
2L	336547	337015	+	14063
2L	336547	337937	+	14063
2L	337199	337937	+	14063
2L	338119	339206	+	14063
2L	339442	340709	+	14063
2L	340856	342578	+	14063
2L	342793	342865	+	14063
2L	343730	344023	+	14063
2L	343730	344038	+	14063
2L	343730	344041	+	14063
2L	344490	344554	+	14063
2L	344490	344575	+	14063
2L	344948	345008	+	14063
2L	345154	345214	+	14063
2L	347937	355383	+	14063
2L	356313	356366	-	14070
2L	356838	356890	-	14070
2L	357192	357422	-	14070
2L	357749	357815	-	14070
2L	357767	357815	-	14070
2L	378482	384510	+	14073
2L	384895	385700	+	14073
2L	385747	386307	+	14073
2L	386577	386702	+	14073
2L	398867	399847	-	14075
2L	400457	400522	-	14075
2L	400668	400724	-	14075
2L	400943	401006	-	14075
2L	404474	404535	+	14076
2L	406036	406094	+	14076
2L	409466	409531	-	14077
2L	409737	409789	-	14077
2L	410074	410126	-	14077
2L	411061	411128	-	14077
2L	411719	411781	-	14077
2L	412238	412446	-	14077
2L	412659	412724	-	14077
2L	412659	413395	-	14077
2L	413655	414442	-	14077
2L	415447	415511	+	14078
2L	416711	416788	+	14078
2L	420147	420291	+	14080
2L	422189	422242	+	14082
2L	423846	423915	+	14083
2L	424764	424823	+	14083
2L	425013	425072	+	14083
2L	431900	438379	+	14084
2L	432118	438379	+	14084
2L	438517	438581	+	14084
2L	438728	443081	+	14084
2L	443162	443225	+	14084
2L	446584	446641	+	14084
2L	449171	449229	-	14086
2L	449321	449434	-	14086
2L	450541	450665	-	14086
2L	450879	451229	-	14086
2L	450879	452576	-	14086
2L	452737	452797	-	14086
2L	452737	452986	-	14086
2L	454271	454329	+	14087
2L	454930	454988	+	14088
2L	455828	456085	+	14089
2L	456224	456288	+	14089
2L	456469	456538	+	14089
2L	456730	456796	+	14089
2L	456898	456972	+	14089
2L	457339	457399	+	14089
2L	457563	457614	+	14089
2L	457563	457627	+	14089
2L	464942	471397	-	14090
2L	473166	473222	+	14091
2L	473995	474053	+	14091
2L	474766	475035	+	14091
2L	475179	475232	+	14091
2L	475852	475915	+	14091
2L	476016	476077	+	14091
2L	476332	489516	+	14092
2L	476332	525391	+	14092
2L	478205	479086	-	14093
2L	478205	479406	-	14093
2L	491359	525391	+	14092
2L	524060	525391	+	14092
2L	525437	536022	+	14092
2L	536967	537036	+	14092
2L	537432	537548	+	14092
2L	537750	537862	+	14092
2L	539250	539309	+	14092
2L	539453	539517	+	14092
2L	541169	541708	-	14096
2L	542347	542429	-	14096
2L	542351	542429	-	14096
2L	542380	542429	-	14096
2L	543350	543415	-	14097
2L	544267	544332	-	14097
2L	545307	545370	+	14099
2L	545565	545815	+	14099
2L	546444	546564	+	14099
2L	546480	546532	-	14098
2L	547901	547977	-	14098
2L	548219	549025	-	14098
2L	548219	551157	-	14098
2L	554275	554335	-	14100
2L	555447	555509	-	14100
2L	557666	557721	-	14100
2L	557883	557942	-	14100
2L	558542	558615	-	14100
2L	558542	559562	-	14100
2L	560038	560096	+	14101
2L	563190	563253	-	14102
2L	563190	563258	-	14102
2L	563190	563276	-	14102
2L	566439	566497	-	14104
2L	566625	566679	-	14104
2L	567031	567088	-	14104
2L	568434	568598	+	14105
2L	569291	569347	+	14105
2L	574356	574633	+	14107
2L	574699	574779	+	14107
2L	575091	575143	+	14107
2L	576023	576080	-	14108
2L	576405	576513	-	14108
2L	578034	578154	+	14109
2L	578421	578483	+	14109
2L	584446	587829	-	14110
2L	584446	592271	-	14110
2L	588580	588646	+	14111
2L	592634	593587	-	14110
2L	602950	603073	+	14112
2L	603007	603073	+	14112
2L	644315	644436	-	14121
2L	645717	647988	-	14121
2L	648362	648478	-	14121
2L	648887	648990	-	14121
2L	649766	649933	-	14121
2L	650294	652785	-	14121
2L	653289	654246	-	14121
2L	654701	655273	-	14121
2L	655867	656711	-	14121
2L	657385	705870	-	14121
2L	707868	714274	-	14121
2L	710668	714858	+	14122
2L	724016	724080	-	14123
2L	738269	738320	-	14125
2L	738436	738507	-	14125
2L	738838	739444	-	14125
2L	740015	740356	-	14125
2L	740691	740799	-	14125
2L	740965	743337	-	14125
2L	743624	744083	-	14125
2L	743624	744195	-	14125
2L	750401	752730	+	14126
2L	750804	752730	+	14126
2L	753731	754486	+	14126
2L	754631	755020	+	14126
2L	755297	755661	+	14126
2L	755297	755828	+	14126
2L	756081	756333	+	14126
2L	756081	756667	+	14126
2L	757031	757127	+	14126
2L	757430	757799	+	14126
2L	757939	758846	+	14126
2L	759123	759230	+	14126
2L	759550	759678	+	14126
2L	782049	782123	+	14131
2L	782182	782237	+	14131
2L	782442	782494	+	14131
2L	786423	786478	-	14133
2L	786428	786509	+	14132
2L	786665	786732	-	14133
2L	788179	788241	-	14133
2L	788613	790488	-	14133
2L	810759	810808	+	14135
2L	811022	811088	+	14135
2L	811204	811258	+	14135
2L	812497	812561	+	14136
2L	813894	813950	-	14137
2L	814185	814242	-	14137
2L	815222	815274	-	14137
2L	815413	815474	-	14137
2L	815422	815474	-	14137
2L	817183	817243	-	14139
2L	818644	818703	-	14140
2L	821660	822857	+	14142
2L	823570	823636	+	14142
2L	824138	824190	+	14142
2L	824138	824218	+	14142
2L	826508	829304	+	14144
2L	826508	829421	+	14144
2L	826508	829456	+	14144
2L	829972	830144	+	14144
2L	830350	830737	+	14144
2L	831084	831176	+	14144
2L	831627	831713	+	14144
2L	834584	834973	-	14145
2L	835291	835352	-	14145
2L	835548	835703	-	14145
2L	835548	836545	-	14145
2L	836172	836545	-	14145
2L	837379	842613	-	14145
2L	837379	849898	-	14145
2L	851660	851717	-	14147
2L	852443	852498	-	14147
2L	852572	852627	-	14147
2L	853006	853191	+	14148
2L	853279	853544	+	14148
2L	855624	855686	+	14149
2L	855811	855867	+	14149
2L	860410	860763	+	14152
2L	861358	861428	+	14152
2L	862259	862318	-	14153
2L	862499	862562	-	14153
2L	864135	864194	-	14153
2L	864339	864397	-	14153
2L	864795	864876	-	14153
2L	864795	867813	-	14153
2L	864795	868031	-	14153
2L	865061	865826	-	14153
2L	870553	871340	+	14156
2L	871275	871340	+	14156
2L	871577	871640	+	14156
2L	871739	871805	+	14156
2L	872081	872207	+	14156
2L	873540	875037	+	14156
2L	877872	877969	+	14158
2L	878335	878391	-	14157
2L	878774	878837	-	14157
2L	879800	879864	-	14157
2L	880915	880973	-	14157
2L	881586	881647	-	14157
2L	881948	882047	-	14157
2L	882605	882659	-	14157
2L	883040	883095	-	14157
2L	883298	883364	-	14157
2L	883992	884051	-	14157
2L	884186	884255	-	14157
2L	884389	884441	-	14157
2L	884653	884721	-	14157
2L	884847	884907	-	14157
2L	898942	899009	+	14160
2L	914280	914337	+	14165
2L	914494	914552	+	14165
2L	914616	914799	+	14165
2L	915004	915057	+	14165
2L	915270	915324	+	14165
2L	915448	915507	+	14165
2L	915751	915814	+	14165
2L	916232	916281	+	14165
2L	916654	916706	+	14165
2L	917388	917466	+	14165
2L	923220	930064	+	14166
2L	923220	950491	+	14166
2L	930424	950491	+	14166
2L	950579	951586	+	14166
2L	952143	952255	+	14166
2L	953334	953395	+	14166
2L	953511	956248	+	14166
2L	956335	956403	+	14166
2L	956793	956859	+	14166
2L	956945	957051	+	14166
2L	957210	957278	+	14166
2L	989105	989416	-	14167
2L	989358	989771	-	14167
2L	990312	990869	-	14167
2L	1014485	1014549	-	14168
2L	1014717	1014776	-	14168
2L	1014975	1015034	-	14168
2L	1015257	1015314	-	14168
2L	1015928	1015992	-	14168
2L	1016077	1016138	-	14168
2L	1017642	1017710	-	14168
2L	1017769	1019267	-	14168
2L	1019322	1033686	-	14168
2L	1034191	1034401	-	14168
2L	1034191	1042963	-	14168
2L	1034191	1046809	-	14168
2L	1038507	1038578	+	14170
2L	1047023	1047955	-	14168
2L	1052266	1052330	-	14171
2L	1052496	1052565	-	14171
2L	1053054	1061233	-	14171
2L	1062214	1076834	-	14171
2L	1062214	1077651	-	14171
2L	1078569	1078624	+	14172
2L	1079066	1079120	+	14172
2L	1081428	1081577	+	14173
2L	1081921	1081976	+	14173
2L	1082057	1082119	+	14173
2L	1082666	1082788	+	14173
2L	1082666	1082791	+	14173
2L	1084837	1084893	-	14174
2L	1085137	1085200	-	14174
2L	1085310	1085523	-	14174
2L	1085681	1085743	-	14174
2L	1085862	1085926	-	14174
2L	1086027	1087694	-	14174
2L	1088107	1101920	-	14174
2L	1088107	1102322	-	14174
2L	1101969	1102322	-	14174
2L	1103821	1103878	-	14175
2L	1105102	1105158	-	14175
2L	1106299	1106355	-	14175
2L	1107107	1107160	-	14175
2L	1107317	1107372	-	14175
2L	1107758	1107811	-	14175
2L	1107950	1108015	-	14175
2L	1109896	1109962	+	14176
2L	1110424	1110479	+	14176
2L	1110675	1111263	+	14176
2L	1111398	1111453	+	14176
2L	1111968	1112027	+	14176
2L	1112445	1112505	+	14176
2L	1113153	1113203	+	14177
2L	1113502	1113558	+	14177
2L	1113766	1113825	+	14177
2L	1115944	1116440	-	14178
2L	1116691	1117443	-	14178
2L	1117517	1117866	-	14178
2L	1117517	1118565	-	14178
2L	1117517	1128128	-	14178
2L	1117918	1118565	-	14178
2L	1128346	1128803	-	14178
2L	1129506	1129818	+	14179
2L	1131182	1131263	+	14179
2L	1135082	1138620	+	14181
2L	1139068	1139123	+	14181
2L	1139386	1139482	+	14181
2L	1139764	1139828	+	14181
2L	1139764	1139831	+	14181
2L	1143411	1145443	+	14183
2L	1146473	1146538	+	14183
2L	1146826	1146892	+	14183
2L	1149587	1149650	-	14185
2L	1150070	1150130	-	14185
2L	1150327	1150378	-	14185
2L	1150560	1150616	-	14185
2L	1152116	1152176	-	14187
2L	1152701	1152770	-	14187
2L	1153319	1153385	-	14187
2L	1153732	1154281	-	14187
2L	1153732	1155745	-	14187
2L	1153732	1158078	-	14187
2L	1154407	1154551	-	14187
2L	1155054	1155745	-	14187
2L	1158783	1158856	+	14189
2L	1159468	1159755	+	14189
2L	1161220	1161289	-	14190
2L	1161870	1161926	-	14190
2L	1162147	1162999	-	14190
2L	1163150	1163416	-	14190
2L	1163150	1163759	-	14190
2L	1165081	1165138	+	14191
2L	1166923	1166982	+	14192
2L	1167955	1168011	-	14193
2L	1168639	1168694	-	14193
2L	1169562	1169627	-	14193
2L	1169959	1170227	-	14193
2L	1170364	1170418	+	14194
2L	1170554	1170610	+	14194
2L	1170957	1171029	-	14195
2L	1171644	1171713	-	14195
2L	1171914	1172022	-	14195
2L	1173320	1173379	+	14196
2L	1173830	1173883	+	14196
2L	1174131	1174196	+	14196
2L	1174267	1174496	+	14196
2L	1174571	1174909	+	14196
2L	1174988	1175046	+	14196
2L	1175174	1175286	+	14196
2L	1175524	1175578	+	14196
2L	1176044	1176100	+	14196
2L	1176882	1176941	+	14196
2L	1177192	1177255	+	14196
2L	1177862	1177947	+	14197
2L	1177869	1177947	+	14197
2L	1178045	1178107	+	14197
2L	1178468	1178840	+	14197
2L	1178468	1178846	+	14197
2L	1179070	1179126	+	14197
2L	1179197	1179451	+	14197
2L	1179197	1179859	+	14197
2L	1179526	1179859	+	14197
2L	1179938	1179996	+	14197
2L	1180124	1180212	+	14197
2L	1180450	1180512	+	14197
2L	1180927	1180994	+	14197
2L	1181794	1181854	+	14197
2L	1182105	1182169	+	14197
2L	1183472	1183528	-	14198
2L	1184255	1184322	+	14199
2L	1186016	1191402	+	14200
2L	1186453	1191402	+	14200
2L	1191535	1191598	+	14200
2L	1191539	1191598	+	14200
2L	1191910	1191969	+	14200
2L	1192199	1192255	+	14200
2L	1192199	1192267	+	14200
2L	1192626	1196215	+	14200
2L	1204465	1204564	+	14205
2L	1204688	1204762	+	14205
2L	1204842	1204900	+	14205
2L	1217385	1217484	-	14207
2L	1219592	1219656	+	14208
2L	1220036	1227701	+	14208
2L	1227764	1227827	+	14208
2L	1228138	1228191	+	14208
2L	1228409	1228464	+	14208
2L	1228653	1228713	+	14208
2L	1229186	1229252	+	14208
2L	1240971	1241050	+	14209
2L	1256946	1273584	+	14210
2L	1273779	1280598	+	14210
2L	1280702	1284605	+	14210
2L	1284891	1285303	+	14210
2L	1285445	1285505	+	14210
2L	1285638	1285744	+	14210
2L	1287050	1287160	+	14210
2L	1287260	1287500	+	14210
2L	1287742	1288132	+	14210
2L	1288294	1289454	+	14210
2L	1289729	1292647	+	14210
2L	1329325	1329381	+	14211
2L	1334760	1334818	+	14212
2L	1341521	1341588	-	14213
2L	1341757	1341828	-	14213
2L	1341985	1342038	-	14213
2L	1343599	1343658	-	14214
2L	1343827	1343903	-	14214
2L	1344060	1344114	-	14214
2L	1344516	1344569	+	14215
2L	1344516	1344580	+	14215
2L	1352642	1352697	-	14218
2L	1353839	1353887	-	14219
2L	1355630	1355701	-	14221
2L	1359111	1359171	-	14222
2L	1359271	1359331	-	14222
2L	1359418	1359466	-	14222
2L	1359698	1359760	-	14222
2L	1360374	1360491	-	14223
2L	1360591	1360656	-	14223
2L	1360737	1360795	-	14223
2L	1360927	1361457	-	14223
2L	1361579	1361640	-	14223
2L	1368110	1368214	+	14224
2L	1368314	1368365	+	14224
2L	1368480	1368529	+	14224
2L	1382633	1384926	-	14226
2L	1385213	1386847	-	14226
2L	1387012	1387106	-	14226
2L	1387354	1387430	-	14226
2L	1387527	1390892	-	14226
2L	1391299	1391388	-	14226
2L	1391509	1391586	-	14226
2L	1392525	1392689	-	14226
2L	1392822	1394191	-	14226
2L	1394333	1394473	-	14226
2L	1394759	1395902	-	14226
2L	1396006	1397061	-	14226
2L	1397253	1419903	-	14226
2L	1499422	1499557	-	14235
2L	1499422	1499674	-	14235
2L	1500046	1500113	-	14235
2L	1500200	1500408	-	14235
2L	1500203	1500408	-	14235
2L	1501037	1501096	-	14236
2L	1501037	1501098	-	14236
2L	1501055	1501123	+	14237
2L	1501430	1503569	+	14237
2L	1501873	1501932	-	14236
2L	1502185	1502610	-	14236
2L	1520741	1520800	+	14240
2L	1521440	1521558	+	14240
2L	1521917	1521982	+	14240
2L	1522831	1522890	+	14241
2L	1523530	1523669	+	14241
2L	1524028	1524090	+	14241
2L	1555206	1556539	+	14242
2L	1555206	1556832	+	14242
2L	1555212	1556832	+	14242
2L	1555754	1556323	+	14242
2L	1556916	1600615	+	14242
2L	1586789	1586851	-	14243
2L	1595544	1595597	-	14244
2L	1595828	1595891	-	14244
2L	1596422	1609485	-	14244
2L	1600826	1600961	+	14242
2L	1601913	1602321	+	14242
2L	1602658	1602943	+	14242
2L	1603630	1604197	+	14242
2L	1604337	1604760	+	14242
2L	1604886	1605095	+	14242
2L	1604886	1605098	+	14242
2L	1604886	1606389	+	14242
2L	1605486	1606389	+	14242
2L	1609659	1609754	-	14244
2L	1611869	1612005	+	14245
2L	1612989	1613043	-	14246
2L	1613424	1613982	-	14246
2L	1619971	1620039	-	14247
2L	1651412	1652774	+	14249
2L	1651430	1652774	+	14249
2L	1651713	1652774	+	14249
2L	1653836	1678868	+	14249
2L	1653836	1690116	+	14249
2L	1667982	1670143	+	14249
2L	1667982	1690116	+	14249
2L	1670190	1678868	+	14249
2L	1678921	1690116	+	14249
2L	1690756	1694223	+	14249
2L	1694442	1694546	+	14249
2L	1695377	1695438	+	14249
2L	1695587	1695648	+	14249
2L	1705115	1705399	+	14250
2L	1705281	1705399	+	14250
2L	1707999	1708060	-	14251
2L	1708215	1708281	-	14251
2L	1708403	1708461	-	14251
2L	1708678	1708820	-	14251
2L	1708740	1708809	+	14252
2L	1709105	1709173	-	14251
2L	1709333	1709616	-	14251
2L	1709812	1709877	-	14251
2L	1709964	1710042	-	14251
2L	1710104	1710207	-	14251
2L	1710538	1710598	+	14253
2L	1710698	1710850	+	14253
2L	1711868	1711927	-	14254
2L	1712088	1712144	-	14254
2L	1712543	1712596	-	14254
2L	1712543	1712611	-	14254
2L	1713109	1713166	-	14254
2L	1714118	1714172	-	14254
2L	1714474	1715138	-	14254
2L	1717230	1717597	-	14255
2L	1717816	1717877	-	14255
2L	1718152	1718226	-	14255
2L	1718359	1718420	-	14255
2L	1718492	1718674	-	14255
2L	1718492	1718695	-	14255
2L	1718492	1718739	-	14255
2L	1718904	1723881	-	14255
2L	1726656	1726752	-	14256
2L	1726656	1727645	-	14256
2L	1727881	1728053	-	14256
2L	1728233	1728302	-	14256
2L	1728233	1728361	-	14256
2L	1728233	1729274	-	14256
2L	1728233	1729549	-	14256
2L	1731817	1731879	-	14259
2L	1732081	1732143	-	14259
2L	1732655	1741659	+	14260
2L	1738020	1741659	+	14260
2L	1742077	1742142	+	14260
2L	1742261	1743344	+	14260
2L	1743541	1743633	+	14260
2L	1743780	1744922	+	14260
2L	1745162	1745220	+	14260
2L	1745362	1745718	+	14260
2L	1746030	1747691	+	14260
2L	1747861	1748773	+	14260
2L	1748875	1749517	+	14260
2L	1749677	1749741	+	14260
2L	1755406	1755467	-	14263
2L	1758659	1758932	-	14264
2L	1785079	1785133	+	14265
2L	1789294	1789351	-	14266
2L	1790770	1790824	-	14267
2L	1792210	1792260	-	14268
2L	1793832	1793896	-	14269
2L	1824696	1824761	-	14271
2L	1825134	1825185	-	14271
2L	1825902	1825986	-	14271
2L	1825905	1825986	-	14271
2L	1826275	1826328	-	14271
2L	1832367	1832423	-	14272
2L	1836653	1837172	+	14274
2L	1836653	1842898	+	14274
2L	1837407	1842898	+	14274
2L	1840531	1840585	-	14276
2L	1844721	1848064	+	14274
2L	1848214	1851106	+	14274
2L	1848214	1851109	+	14274
2L	1851274	1851691	+	14274
2L	1851965	1852053	+	14274
2L	1852151	1852657	+	14274
2L	1852786	1853453	+	14274
2L	1853597	1854185	+	14274
2L	1854309	1855363	+	14274
2L	1854309	1855372	+	14274
2L	1855476	1855615	+	14274
2L	1855798	1856429	+	14274
2L	1859002	1862719	-	14277
2L	1859002	1864931	-	14277
2L	1862828	1864931	-	14277
2L	1865217	1865458	-	14277
2L	1865776	1865986	-	14277
2L	1866139	1866220	-	14277
2L	1866366	1866466	-	14277
2L	1866898	1866965	-	14277
2L	1867366	1869073	-	14277
2L	1869528	1875011	-	14277
2L	1875176	1876468	-	14277
2L	1876592	1879966	-	14277
2L	1880672	1881311	-	14277
2L	1885319	1909668	+	14281
2L	1909993	1910066	+	14281
2L	1910150	1932055	+	14281
2L	1911870	1913208	+	14281
2L	1912235	1913208	+	14281
2L	1913664	1932055	+	14281
2L	1928576	1932055	+	14281
2L	1932148	1933805	+	14281
2L	1934050	1934118	+	14281
2L	1934329	1934478	+	14281
2L	1934899	1934960	+	14281
2L	1935684	1935738	+	14281
2L	1936992	1937053	+	14281
2L	1937374	1937440	+	14281
2L	1937584	1937865	+	14281
2L	1937584	1938507	+	14281
2L	1937911	1938507	+	14281
2L	1938620	1938864	+	14281
2L	1938620	1941581	+	14281
2L	1938620	1941754	+	14281
2L	1941394	1941581	+	14281
2L	1941678	1941754	+	14281
2L	1941904	1941970	+	14281
2L	1942047	1942107	+	14281
2L	1942183	1942250	+	14281
2L	1942452	1942509	+	14281
2L	1942664	1942784	+	14281
2L	1946197	1946254	-	14284
2L	1946504	1946561	-	14284
2L	1952880	1954313	-	14285
2L	1952880	1969952	-	14285
2L	1974481	1974563	+	14287
2L	1974819	1974880	+	14287
2L	1974992	1975060	+	14287
2L	1976814	1976909	-	14288
2L	1979203	1979909	-	14288
2L	1980181	1980252	-	14288
2L	1980428	1980551	-	14288
2L	1981584	1981641	+	14289
2L	1981833	1981885	+	14289
2L	1982499	1982546	+	14290
2L	1983961	1984018	+	14290
2L	1984144	1984205	+	14290
2L	1985402	1985470	-	14291
2L	1985720	1985781	-	14291
2L	1985884	1985945	-	14291
2L	1986106	1986796	-	14291
2L	1986106	1987584	-	14291
2L	1989842	1989912	+	14293
2L	1992040	1992092	-	14294
2L	1997959	1998231	-	14295
2L	1998721	2000933	-	14295
2L	2000352	2000413	+	14296
2L	2001087	2001379	-	14295
2L	2001211	2001402	+	14296
2L	2001512	2002172	-	14295
2L	2001954	2002032	+	14296
2L	2002314	2002668	-	14295
2L	2002347	2003444	+	14296
2L	2002921	2005560	-	14295
2L	2007054	2007134	-	14297
2L	2008542	2008672	+	14299
2L	2010314	2026767	+	14302
2L	2011786	2017523	+	14302
2L	2017852	2026767	+	14302
2L	2024266	2026767	+	14302
2L	2027211	2027278	+	14302
2L	2027792	2027851	+	14302
